国家代码,时间,大类项目代码,是否为东道国,某年整个奥林匹克参与人次,某年整个大类参与人次,某年某国某大类参与人次,该大类项目的细分项目event数量,该国该项目运动员金牌获奖频率,该国该项目运动员银牌获奖频率,该国该项目运动员铜牌获奖频率,明星运动员个数,新星运动员个数,平均运动生涯时间,实际当年其国某项目金牌数量,实际当年其国某项目银牌数量,实际当年其国某项目铜牌数量
BEL,1928,ATH,0,4693,981,53,22,0.0,0.01282051282051282,0.0,0,0,0.0,0,0,0
BEL,1928,SWM,0,4693,274,8,4,0.0,0.029411764705882353,0.029411764705882353,21,0,0.0,0,0,0
BEL,1928,FBL,0,4693,194,13,1,0.4827586206896552,0.0,0.3103448275862069,13,0,0.0,0,0,0
BEL,1928,WRF,0,4693,62,7,7,0.0,0.08333333333333333,0.0,7,0,0.0,0,1,0
BEL,1928,0,0,4693,648,32,10,0.18181818181818182,0.09090909090909091,0.2727272727272727,6,0,0.0,0,0,0
BEL,1928,MPN,0,4693,36,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BEL,1928,EJP,0,4693,89,6,2,0.1,0.16666666666666666,0.06666666666666667,8,0,0.0,0,0,0
BEL,1928,EVE,0,4693,87,6,2,0.0,0.0,0.17647058823529413,4,0,0.0,0,0,0
BEL,1928,EDR,0,4693,53,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BEL,1928,SAL,0,4693,86,5,2,0.18181818181818182,0.2727272727272727,0.22727272727272727,19,0,0.0,0,0,0
BEL,1928,VBV,0,4693,18,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BUL,1928,FEN,0,4693,421,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BUL,1928,EVE,0,4693,87,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BUL,1928,EDR,0,4693,53,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
POR,1928,SAL,0,4693,86,4,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1928,ATH,0,4693,981,53,19,0.056074766355140186,0.037383177570093455,0.06542056074766354,16,0,4.0,7,2,5
CAN,1928,SWM,0,4693,274,13,7,0.15384615384615385,0.07692307692307693,0.07692307692307693,7,0,0.0,0,0,4
CAN,1928,BOX,0,4693,126,6,6,0.07692307692307693,0.07692307692307693,0.23076923076923078,13,0,0.0,0,0,1
CAN,1928,CTR,0,4693,94,6,3,0.0,0.0,0.19047619047619047,0,0,0.0,0,0,0
CAN,1928,ROW,0,4693,231,12,3,0.0,0.5641025641025641,0.41025641025641024,12,12,4.0,0,2,9
CAN,1928,CRD,0,4693,129,7,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1928,VBV,0,4693,18,1,1,0.0,1.0,0.0,1,0,0.0,0,0,0
CAN,1928,WRF,0,4693,62,5,5,0.0,0.0,0.1111111111111111,0,0,0.0,0,1,2
CAN,1928,0,0,4693,648,6,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1928,DIV,0,4693,74,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CHI,1928,FBL,0,4693,194,7,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CHI,1928,ATH,0,4693,981,10,8,0.0,0.0,0.0,0,0,0.0,0,1,0
CHI,1928,SWM,0,4693,274,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CHI,1928,FEN,0,4693,421,9,4,0.0,0.0,0.0,0,0,0.0,0,0,0
CHI,1928,BOX,0,4693,126,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CHI,1928,CTR,0,4693,94,6,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CHI,1928,VBV,0,4693,18,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CUB,1928,ATH,0,4693,981,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ARG,1928,SAL,0,4693,86,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1928,SAL,0,4693,86,6,3,0.07692307692307693,0.21301775147928995,0.21893491124260356,8,5,0.0,6,0,0
TCH,1928,SWM,0,4693,274,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1928,DIV,0,4693,74,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1928,ATH,0,4693,981,24,12,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1928,FEN,0,4693,421,10,3,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1928,CRD,0,4693,129,8,2,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1928,WPO,0,4693,106,7,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1928,EVE,0,4693,87,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1928,GAR,0,4693,658,56,7,0.018867924528301886,0.07547169811320754,0.07547169811320754,38,38,0.0,1,10,1
TCH,1928,MPN,0,4693,36,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1928,WRG,0,4693,107,6,6,0.0,0.0,0.0,0,0,0.0,0,1,0
TCH,1928,EDR,0,4693,53,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1928,BOX,0,4693,126,3,3,0.0,0.0,0.0,0,0,0.0,0,1,0
TCH,1928,WLF,0,4693,93,6,5,0.0,0.0,0.125,6,0,0.0,0,0,1
TCH,1928,SAL,0,4693,86,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1928,EJP,0,4693,89,4,2,0.0,0.0,0.0,0,0,0.0,1,0,0
TCH,1928,ROW,0,4693,231,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,1928,FEN,0,4693,421,21,6,0.012987012987012988,0.012987012987012988,0.025974025974025976,23,23,0.0,0,0,0
DEN,1928,WRG,0,4693,107,6,6,0.046511627906976744,0.046511627906976744,0.13953488372093023,10,0,0.0,0,0,0
DEN,1928,ATH,0,4693,981,14,11,0.0,0.012345679012345678,0.012345679012345678,29,0,0.0,0,0,0
DEN,1928,HOC,0,4693,126,11,1,0.0,1.0,0.0,12,0,0.0,0,0,0
DEN,1928,SWM,0,4693,274,8,4,0.0,0.05,0.05,0,0,0.0,0,0,0
DEN,1928,VBV,0,4693,18,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,1928,EDR,0,4693,53,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,1928,ROW,0,4693,231,8,2,0.22727272727272727,0.0,0.22727272727272727,0,0,0.0,0,0,0
DEN,1928,EVE,0,4693,87,2,1,0.0,0.16666666666666666,0.0,1,0,0.0,0,0,0
DEN,1928,CRD,0,4693,129,8,2,0.0,0.0,0.0,0,0,0.0,5,0,0
DEN,1928,CTR,0,4693,94,2,2,0.0,0.18181818181818182,0.0,6,6,0.0,1,0,1
DEN,1928,0,0,4693,648,19,6,0.0,0.047619047619047616,0.047619047619047616,21,21,0.0,0,1,2
DEN,1928,WRF,0,4693,62,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,1928,MPN,0,4693,36,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,1928,SAL,0,4693,86,4,2,0.0,1.2,0.0,2,2,0.0,0,4,0
DEN,1928,BOX,0,4693,126,5,5,0.05,0.25,0.0,18,7,0.0,0,0,1
DEN,1928,DIV,0,4693,74,1,1,0.09090909090909091,0.0,0.0,6,0,0.0,0,0,0
DEN,1928,WLF,0,4693,93,1,1,0.16666666666666666,0.16666666666666666,0.0,0,0,0.0,0,0,0
EGY,1928,FBL,0,4693,194,12,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1928,FEN,0,4693,421,18,5,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1928,WRG,0,4693,107,4,4,0.0,0.0,0.0,0,0,0.0,1,0,0
EGY,1928,DIV,0,4693,74,3,2,0.0,0.0,0.0,0,0,0.0,0,1,1
EGY,1928,WLF,0,4693,93,2,2,0.0,0.0,0.0,0,0,0.0,1,0,0
EST,1928,ATH,0,4693,981,5,5,0.0,0.05555555555555555,0.05555555555555555,18,0,0.0,0,0,0
EST,1928,WRG,0,4693,107,5,5,0.08333333333333333,0.0,0.08333333333333333,8,8,4.0,1,0,1
EST,1928,WRF,0,4693,62,3,3,0.0,0.0,0.0,0,0,0.0,1,0,0
EST,1928,WLF,0,4693,93,4,4,0.1,0.2,0.2,10,7,0.0,0,1,0
EST,1928,BOX,0,4693,126,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1928,SAL,0,4693,86,8,2,0.8085106382978723,0.3404255319148936,0.1276595744680851,11,5,0.0,0,0,0
FIN,1928,WRG,0,4693,107,6,6,0.19298245614035087,0.21052631578947367,0.14035087719298245,21,11,0.0,1,1,2
FIN,1928,ATH,0,4693,981,48,16,0.25625,0.125,0.0625,89,51,0.0,5,5,4
FIN,1928,FEN,0,4693,421,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1928,MPN,0,4693,36,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1928,WRF,0,4693,62,7,7,0.15789473684210525,0.21052631578947367,0.10526315789473684,19,11,0.0,2,2,1
FIN,1928,CRD,0,4693,129,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1928,BOX,0,4693,126,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1928,GAR,0,4693,658,55,7,0.0,0.21739130434782608,0.2826086956521739,0,0,0.0,0,0,1
FIN,1928,SAL,0,4693,86,1,1,0.0,0.3684210526315789,0.6842105263157895,1,0,0.0,0,0,1
FIN,1928,DIV,0,4693,74,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1928,SWM,0,4693,274,1,1,0.0,0.0,0.125,2,0,0.0,0,0,0
FIN,1928,EVE,0,4693,87,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1928,ATH,0,4693,981,71,24,0.007874015748031496,0.08661417322834646,0.07874015748031496,138,75,0.0,1,1,1
FRA,1928,FEN,0,4693,421,30,7,0.13909774436090225,0.09774436090225563,0.06015037593984962,52,26,0.0,2,13,0
FRA,1928,BOX,0,4693,126,7,7,0.03125,0.03125,0.03125,13,0,0.0,0,1,0
FRA,1928,WRG,0,4693,107,6,6,0.037037037037037035,0.0,0.0,12,0,0.0,0,0,0
FRA,1928,HOC,0,4693,126,14,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1928,WLF,0,4693,93,10,5,0.15384615384615385,0.0,0.07692307692307693,24,14,0.0,1,1,1
FRA,1928,CRD,0,4693,129,8,2,0.3125,0.03125,0.09375,12,5,0.0,0,0,0
FRA,1928,CTR,0,4693,94,8,4,0.08527131782945736,0.03875968992248062,0.06976744186046512,9,9,0.0,1,0,0
FRA,1928,0,0,4693,648,63,8,0.017241379310344827,0.017241379310344827,0.017241379310344827,106,105,0.0,1,2,1
FRA,1928,GAR,0,4693,658,64,8,0.018691588785046728,0.06542056074766354,0.14953271028037382,61,33,0.0,0,0,0
FRA,1928,ROW,0,4693,231,23,7,0.0673076923076923,0.2403846153846154,0.15384615384615385,34,23,0.0,0,3,0
FRA,1928,EJP,0,4693,89,6,2,0.05660377358490566,0.11320754716981132,0.07547169811320754,0,0,0.0,0,1,0
FRA,1928,DIV,0,4693,74,5,3,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1928,FBL,0,4693,194,10,1,0.0,0.32653061224489793,0.0,0,0,0.0,0,0,0
FRA,1928,WPO,0,4693,106,9,1,0.19444444444444445,0.0,0.3888888888888889,7,7,0.0,0,0,9
FRA,1928,MPN,0,4693,36,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1928,WRF,0,4693,62,7,7,0.0,0.0,0.0,0,0,0.0,0,1,2
FRA,1928,EDR,0,4693,53,6,2,0.0,0.0,0.07692307692307693,4,0,0.0,0,1,0
FRA,1928,EVE,0,4693,87,6,2,0.0,0.0,0.0625,0,0,0.0,0,0,0
FRA,1928,SWM,0,4693,274,21,10,0.009259259259259259,0.05555555555555555,0.046296296296296294,0,0,0.0,0,0,0
FRA,1928,VBV,0,4693,18,1,1,0.0,0.0,0.2,2,0,0.0,0,0,0
ESP,1928,SAL,0,4693,86,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,1928,0,0,4693,648,119,10,0.5,0.0,0.0,0,0,0.0,1,2,5
GER,1928,FBL,0,4693,194,11,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,1928,ROW,0,4693,231,21,6,0.2631578947368421,0.0,0.6052631578947368,0,0,4.0,2,0,0
GER,1928,WPO,0,4693,106,8,1,0.0,0.0,0.0,0,0,0.0,8,0,0
GER,1928,BOX,0,4693,126,7,7,0.0,0.0,0.0,0,0,0.0,0,1,0
GER,1928,ATH,0,4693,981,73,22,0.0,0.06896551724137931,0.02586206896551724,0,0,0.0,1,8,9
GER,1928,SWM,0,4693,274,28,10,0.25,0.25,0.08333333333333333,0,0,0.0,1,1,1
GER,1928,CTR,0,4693,94,8,4,0.0,0.14583333333333334,0.0625,0,0,0.0,0,0,2
GER,1928,WLF,0,4693,93,10,5,0.0,0.0,0.7142857142857143,0,0,0.0,2,0,1
GER,1928,HOC,0,4693,126,17,1,0.0,0.0,0.0,0,0,0.0,0,0,19
GER,1928,DIV,0,4693,74,11,4,0.12,0.2,0.08,0,0,0.0,0,0,0
GER,1928,FEN,0,4693,421,26,7,0.1,0.04,0.0,0,0,0.0,1,1,1
GER,1928,CRD,0,4693,129,4,1,0.0,0.038461538461538464,0.0,0,0,0.0,0,0,0
GER,1928,EVE,0,4693,87,6,2,0.0,0.8333333333333334,0.0,0,0,0.0,0,0,1
GER,1928,EDR,0,4693,53,6,2,0.0,0.0,0.0,0,0,0.0,4,0,0
GER,1928,EJP,0,4693,89,6,2,0.0,0.1,0.4,0,0,0.0,0,0,0
GER,1928,WRG,0,4693,107,6,6,0.0625,0.0625,0.0,0,0,0.0,1,2,1
GER,1928,MPN,0,4693,36,3,1,0.0,0.0,0.0,0,0,0.0,0,0,1
GER,1928,SAL,0,4693,86,5,2,0.8,0.8,0.0,0,0,0.0,0,0,0
GER,1928,VBV,0,4693,18,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1928,WPO,0,4693,106,9,1,0.8709677419354839,0.0,0.03225806451612903,7,0,0.0,0,0,0
GBR,1928,0,0,4693,648,63,4,0.15789473684210525,0.07894736842105263,0.02631578947368421,13,0,0.0,1,1,0
GBR,1928,WRF,0,4693,62,6,6,0.04477611940298507,0.05970149253731343,0.1044776119402985,24,0,0.0,0,0,1
GBR,1928,ATH,0,4693,981,65,19,0.10164835164835165,0.11813186813186813,0.09615384615384616,114,64,0.0,2,2,4
GBR,1928,WLF,0,4693,93,5,3,0.07692307692307693,0.07692307692307693,0.0,0,0,0.0,0,0,0
GBR,1928,ROW,0,4693,231,23,6,0.47692307692307695,0.47692307692307695,0.15384615384615385,28,18,0.0,4,11,1
GBR,1928,SWM,0,4693,274,28,10,0.12195121951219512,0.12195121951219512,0.14634146341463414,52,25,0.0,0,5,2
GBR,1928,FEN,0,4693,421,27,7,0.0,0.14166666666666666,0.0,26,0,0.0,0,1,0
GBR,1928,GAR,0,4693,658,65,8,0.0,0.006944444444444444,0.1597222222222222,0,0,0.0,0,0,12
GBR,1928,DIV,0,4693,74,7,3,0.0,0.02702702702702703,0.05405405405405406,16,0,0.0,0,0,0
GBR,1928,CTR,0,4693,94,7,4,0.14285714285714285,0.17582417582417584,0.04395604395604396,21,9,0.0,0,2,4
GBR,1928,BOX,0,4693,126,7,7,0.1509433962264151,0.11320754716981132,0.11320754716981132,26,13,0.0,0,0,0
GBR,1928,MPN,0,4693,36,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1928,VBV,0,4693,18,1,1,0.1111111111111111,0.1111111111111111,0.2222222222222222,2,0,0.0,0,0,0
GBR,1928,CRD,0,4693,129,8,2,0.0,0.2826086956521739,0.021739130434782608,0,0,0.0,0,5,0
GRE,1928,FEN,0,4693,421,13,4,0.06,0.12,0.06,0,0,0.0,0,0,0
GRE,1928,ATH,0,4693,981,29,17,0.01875,0.05,0.075,0,0,4.0,0,0,0
GRE,1928,BOX,0,4693,126,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,1928,WRG,0,4693,107,2,2,0.0,0.05263157894736842,0.05263157894736842,0,0,0.0,0,0,0
GRE,1928,WRF,0,4693,62,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HAI,1928,ATH,0,4693,981,3,3,0.0,0.0,0.0,0,0,0.0,0,1,0
NED,1928,SAL,0,4693,86,8,3,0.35294117647058826,0.29411764705882354,0.17647058823529413,10,3,0.0,0,6,0
HUN,1928,SAL,0,4693,86,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,1928,WRG,0,4693,107,6,6,0.03125,0.03125,0.09375,12,12,0.0,1,1,0
HUN,1928,ATH,0,4693,981,34,17,0.017543859649122806,0.05263157894736842,0.08771929824561403,19,0,0.0,0,1,0
HUN,1928,SWM,0,4693,274,11,5,0.18604651162790697,0.20930232558139536,0.06976744186046512,6,0,0.0,0,1,0
HUN,1928,WPO,0,4693,106,6,1,0.0,0.0,0.0,0,0,0.0,0,7,0
HUN,1928,ROW,0,4693,231,6,2,0.0,0.0,0.043478260869565216,0,0,0.0,0,0,0
HUN,1928,EVE,0,4693,87,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,1928,FEN,0,4693,421,29,7,0.2222222222222222,0.1388888888888889,0.1111111111111111,16,16,0.0,7,1,0
HUN,1928,EJP,0,4693,89,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,1928,GAR,0,4693,658,63,8,0.0,0.3469387755102041,0.0,0,0,0.0,0,0,0
HUN,1928,MPN,0,4693,36,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,1928,BOX,0,4693,126,3,3,0.0,0.0,0.0,0,0,0.0,1,0,0
HUN,1928,0,0,4693,648,13,6,0.0,1.0,0.0,2,2,0.0,1,0,0
HUN,1928,VBV,0,4693,18,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IND,1928,ATH,0,4693,981,10,9,0.0,0.15384615384615385,0.0,0,0,0.0,0,0,0
IND,1928,HOC,0,4693,126,13,1,0.0,0.0,0.0,0,0,0.0,14,0,0
SWE,1928,SAL,0,4693,86,6,3,0.3409090909090909,0.5454545454545454,0.06818181818181818,8,0,0.0,1,0,6
IRL,1928,ATH,0,4693,981,12,10,0.0,0.0,0.0,0,0,0.0,1,0,0
IRL,1928,0,0,4693,648,11,3,0.0,0.125,0.125,8,8,0.0,0,0,0
IRL,1928,SWM,0,4693,274,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,1928,BOX,0,4693,126,7,7,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,1928,WPO,0,4693,106,6,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,1928,CTR,0,4693,94,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,1928,VBV,0,4693,18,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,1928,CRD,0,4693,129,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,1928,FEN,0,4693,421,23,5,0.3523809523809524,0.08571428571428572,0.06666666666666667,57,23,0.0,12,6,2
ITA,1928,0,0,4693,648,26,7,0.21428571428571427,0.07142857142857142,0.0,2,0,0.0,0,1,0
ITA,1928,GAR,0,4693,658,65,8,0.5089285714285714,0.017857142857142856,0.09821428571428571,60,37,0.0,0,13,0
ITA,1928,FBL,0,4693,194,15,1,0.0,0.0,0.0,0,0,0.0,0,0,17
ITA,1928,ATH,0,4693,981,36,17,0.02654867256637168,0.017699115044247787,0.02654867256637168,65,37,0.0,0,0,0
ITA,1928,CRD,0,4693,129,8,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,1928,ROW,0,4693,231,25,7,0.44680851063829785,0.1702127659574468,0.5531914893617021,23,17,0.0,5,0,4
ITA,1928,EJP,0,4693,89,6,2,0.10526315789473684,0.15789473684210525,0.21052631578947367,17,0,0.0,0,0,0
ITA,1928,WRG,0,4693,107,5,5,0.041666666666666664,0.0,0.0,0,0,0.0,0,0,2
ITA,1928,BOX,0,4693,126,6,6,0.0,0.0,0.05555555555555555,5,0,0.0,2,0,1
ITA,1928,DIV,0,4693,74,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,1928,CTR,0,4693,94,8,4,0.34285714285714286,0.0,0.0,16,6,0.0,4,0,0
ITA,1928,EVE,0,4693,87,6,2,0.0,0.2727272727272727,0.45454545454545453,11,5,0.0,0,0,0
ITA,1928,WLF,0,4693,93,6,4,0.19047619047619047,0.09523809523809523,0.0,19,14,0.0,0,2,0
ITA,1928,SWM,0,4693,274,9,4,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,1928,MPN,0,4693,36,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,1928,VBV,0,4693,18,1,1,0.0,0.0,0.0,0,0,0.0,1,0,0
JPN,1928,ATH,0,4693,981,24,16,0.0,0.0,0.0,0,0,4.0,1,1,0
JPN,1928,SWM,0,4693,274,16,6,0.0,0.0,0.0,0,0,4.0,1,5,1
JPN,1928,ROW,0,4693,231,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,1928,EVE,0,4693,87,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,1928,EDR,0,4693,53,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,1928,VBV,0,4693,18,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,1928,WRF,0,4693,62,1,1,0.0,0.0,1.0,1,0,0.0,0,0,0
JPN,1928,DIV,0,4693,74,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,1928,BOX,0,4693,126,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,1928,EJP,0,4693,89,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
LAT,1928,0,0,4693,648,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
LAT,1928,ATH,0,4693,981,7,6,0.0,0.0,0.0,0,0,0.0,0,0,0
LAT,1928,SAL,0,4693,86,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
LAT,1928,WLF,0,4693,93,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
LAT,1928,CTR,0,4693,94,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
LAT,1928,WRG,0,4693,107,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
LTU,1928,ATH,0,4693,981,6,6,0.0,0.0,0.0,0,0,0.0,0,0,0
LTU,1928,CRD,0,4693,129,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
LTU,1928,BOX,0,4693,126,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
LTU,1928,WLF,0,4693,93,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
LUX,1928,CRD,0,4693,129,7,2,0.0,0.0,0.0,0,0,0.0,0,0,0
LUX,1928,WPO,0,4693,106,6,1,0.0,0.0,0.0,0,0,0.0,0,0,0
LUX,1928,SWM,0,4693,274,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
LUX,1928,WLF,0,4693,93,3,3,0.0,0.16666666666666666,0.0,3,0,0.0,0,0,0
LUX,1928,WRG,0,4693,107,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
LUX,1928,GAR,0,4693,658,56,7,0.0,0.0,0.0,0,0,0.0,0,0,0
LUX,1928,ATH,0,4693,981,6,4,0.05263157894736842,0.0,0.0,0,0,0.0,0,0,0
LUX,1928,FBL,0,4693,194,9,1,0.0,0.0,0.0,0,0,0.0,0,0,0
LUX,1928,0,0,4693,648,4,2,0.3333333333333333,0.3333333333333333,0.0,3,3,0.0,1,0,0
LUX,1928,BOX,0,4693,126,5,5,0.0,0.0,0.0,0,0,0.0,0,0,0
MLT,1928,WPO,0,4693,106,6,1,0.0,0.0,0.0,0,0,0.0,0,0,0
MEX,1928,ATH,0,4693,981,21,10,0.0,0.0,0.0,0,0,4.0,0,0,0
MEX,1928,FBL,0,4693,194,11,1,0.0,0.0,0.0,0,0,0.0,0,0,0
MEX,1928,BOX,0,4693,126,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
MEX,1928,FEN,0,4693,421,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
MEX,1928,DIV,0,4693,74,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
MEX,1928,VBV,0,4693,18,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
MEX,1928,0,0,4693,648,14,1,0.0,0.0,0.0,0,0,0.0,0,0,0
MON,1928,ROW,0,4693,231,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
MON,1928,SAL,0,4693,86,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
MON,1928,0,0,4693,648,4,4,0.0,0.0,1.0,1,0,0.0,0,0,0
MON,1928,ATH,0,4693,981,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1928,FEN,1,4693,421,29,7,0.0,0.011627906976744186,0.3488372093023256,42,17,0.0,0,0,0
NED,1928,ATH,1,4693,981,64,21,0.0,0.0,0.05063291139240506,27,27,4.0,0,1,0
NED,1928,GAR,1,4693,658,66,8,0.0,0.0,0.0,0,0,0.0,10,0,0
NED,1928,0,1,4693,648,58,12,0.0,0.0,0.034482758620689655,29,0,0.0,2,1,2
NED,1928,HOC,1,4693,126,11,1,0.0,0.0,0.0,0,0,0.0,0,11,0
NED,1928,BOX,1,4693,126,6,6,0.0,0.0,0.0,0,0,0.0,1,0,1
NED,1928,WRG,1,4693,107,6,6,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1928,SWM,1,4693,274,19,9,0.0,0.0,0.034482758620689655,0,0,0.0,1,2,0
NED,1928,DIV,1,4693,74,10,4,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1928,ROW,1,4693,231,21,6,0.11627906976744186,0.11627906976744186,0.3023255813953488,15,15,0.0,0,0,0
NED,1928,CTR,1,4693,94,8,4,0.0625,0.03125,0.15625,17,7,0.0,2,7,0
NED,1928,CRD,1,4693,129,7,2,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1928,FBL,1,4693,194,10,1,0.0,0.0,0.7924528301886793,14,0,0.0,0,0,0
NED,1928,EJP,1,4693,89,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1928,WLF,1,4693,93,9,5,0.0,0.0,0.0,0,0,0.0,0,0,2
NED,1928,EVE,1,4693,87,6,2,0.625,0.0,0.0,7,7,0.0,4,1,0
NED,1928,WPO,1,4693,106,9,1,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1928,EDR,1,4693,53,6,2,0.0,0.0,0.0,0,0,0.0,0,0,3
NED,1928,MPN,1,4693,36,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
NZL,1928,BOX,0,4693,126,2,2,0.0,0.0,0.0,0,0,0.0,1,0,0
NZL,1928,ATH,0,4693,981,4,4,0.0,0.0,0.2,2,0,0.0,0,0,0
NZL,1928,SWM,0,4693,274,7,6,0.0,0.0,0.0,0,0,0.0,0,0,0
NOR,1928,SAL,0,4693,86,5,3,1.1551724137931034,0.22413793103448276,0.05172413793103448,45,9,0.0,4,1,0
NOR,1928,ATH,0,4693,981,15,11,0.0273972602739726,0.0136986301369863,0.0547945205479452,28,0,0.0,0,0,1
NOR,1928,FEN,0,4693,421,15,5,0.0,0.0,0.0,0,0,0.0,0,0,0
NOR,1928,VBV,0,4693,18,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
NOR,1928,WRG,0,4693,107,5,5,0.0,0.0,0.045454545454545456,6,0,0.0,0,0,0
